theta,omega
2.2844322811,-1.2532725977
3.0750326217,-0.5882616666
2.8900532542,-0.9661220365
2.7954882085,-1.0033591200
2.6137746103,-1.0827627259
3.1383769800,-0.8452144413
2.9722715893,-0.9486658006
3.0785099956,-0.5518394331
2.8098127413,-0.9971561117
3.0856895119,-0.8529180021
2.1562422553,-1.2863313591
2.9743189004,-0.6657418454
2.4988241801,-1.1558280993
3.0777183796,-0.8489352271
2.1610378460,-1.2839662845
2.9709708279,-0.6641271952
2.5265763887,-1.1449968954
2.5072323949,-1.1208782570
3.0387884264,-0.8238533542
2.2063316367,-1.2289119967
3.0358196779,-0.6183938759
3.0436523943,-0.8069712239
2.1627717212,-1.2834056007
2.9720853776,-0.6640213661
2.5402310582,-1.1392666715
2.7857188220,-1.0071113588
2.5264731218,-0.8608780292
2.4921650054,-1.1243240265
3.1116791811,-0.8443624298
2.4058388764,-1.2007339627
3.0738487409,-0.9032748204
2.3575243131,-1.1046666326
3.0893767072,-0.7632681279
2.4870942982,-1.0664078014
2.9697608716,-0.5221134745
2.4706104752,-1.0806777823
3.1273920605,-0.8438378799
2.7125514018,-1.0621007488
2.8864959378,-0.9705485454
3.0450041055,-0.8045802119
2.1633106198,-1.2875138604
2.9705044425,-0.6647855254
2.5037731735,-1.1557447521
3.0814332279,-0.8504873467
2.1536443956,-1.2851830124
2.9737144256,-0.6649071640
2.5174590032,-1.1461812817
3.1073578370,-0.7517776150
2.7584539831,-0.8372523055
2.8799574709,-0.5912246533
2.1938076240,-1.2859145094
2.9910816587,-0.6483196255
2.6144146642,-0.9561062740
3.1060780499,-0.4191295023
2.5447499987,-1.1094026435
2.5399653067,-1.1100892263
2.1971985356,-1.0966414034
3.0990444079,-0.5667630373
3.1099380402,-0.4147620680
3.0475605372,-0.8035742253
2.1683630707,-1.2888064074
2.9726378649,-0.6643018868
2.5380040074,-1.1407881607
3.0901308583,-0.8518009328
2.1612584147,-1.2907500334
2.9755018523,-0.6641412548
2.5597223122,-1.1269461991
2.8963615808,-0.9674025373
2.7275037226,-0.7085366648
2.8374075561,-0.6286671366
2.3906491038,-1.0797760405
3.0330967822,-0.8327925357
2.2541254378,-1.1918123176
3.0798581963,-0.5800313187
2.9917012575,-0.9306495102
2.9447022644,-0.6494618576
2.3081779583,-1.2440840972
3.0895231119,-0.5717105849
2.4741156223,-1.1303051828
3.0637677141,-0.8510244937
2.1952461201,-1.2442549139
3.0127575397,-0.6333951703
2.5641717142,-0.9967063437
2.5961943989,-1.0876409078
2.5911131378,-0.9706532608
2.5165753901,-1.1165250264
3.0834387472,-0.4384625594
3.0677139363,-0.8518208362
2.1863929069,-1.2533203753
3.0021957073,-0.6419070956
3.0358972411,-0.9124438744
2.6201792050,-0.9033953399
2.5989112573,-0.8055709495
2.4411396322,-1.1331920602
3.0319914950,-0.8419794881
2.2831703197,-1.1652736684
3.1148753224,-0.5502440233
2.4401814437,-1.1318741317
3.0328949759,-0.8412788829
2.2842720751,-1.1660176746
3.1145201887,-0.5519729434
2.5341353131,-1.1108227677
3.0716593143,-0.9024429535
2.3560011690,-1.1042244053
3.0843128652,-0.7655647847
3.0498235022,-0.9080140786
2.5153281785,-0.9850919877
3.0390600230,-0.8508772156
2.2945845334,-1.1578436772
3.1258524508,-0.5432710513
3.1360548545,-0.8419591769
3.1149346478,-0.9002518111
2.1607813307,-1.2716099502
2.9850013273,-0.6564762243
3.0151896055,-0.9310348798
2.8150736500,-0.7511402864
3.0109761061,-0.5985881137
2.3907369354,-0.9612968893
3.1294666232,-0.8455460332
2.6729251803,-1.0763097613
2.4398105461,-1.1237848416
3.0359958500,-0.8434613199
2.2770737546,-1.1661828225
3.1174851009,-0.5514951485
2.4626300953,-1.0916780565
3.0889477363,-0.8504586821
2.1613354964,-1.2904714421
2.9755193748,-0.6646122252
2.5448237570,-1.1342546992
2.4408912352,-1.1163518425
3.0392446535,-0.8467099084
2.2800302897,-1.1704188923
3.1088637056,-0.5572513266
2.8917219468,-0.9698496080
3.0550456066,-0.8529085804
2.2267845538,-1.2140170162
3.0500472957,-0.6027157953
3.0529178121,-0.8524322940
2.2292860502,-1.2107220180
3.0538715170,-0.5987887046
3.1074984378,-0.7478455707
2.2704738301,-1.0461233095
2.5689236174,-0.9890106071
2.5047910828,-1.0482833985
2.5122862547,-1.1187295109
2.8863335395,-0.5904049190
2.2050244544,-1.2821479845
3.0076219062,-0.6400702961
2.4567912504,-1.0979160903
3.0714234918,-0.8515553031
2.1683830053,-1.2629059343
2.9942818956,-0.6492837769
2.7547819156,-0.8344065521
2.6697606595,-0.9091720921
2.7226206696,-0.8650942563
3.1204892574,-0.8467477262
2.4810130449,-1.1632589297
3.0538077579,-0.8516463202
2.2398086584,-1.2000535903
3.0731320562,-0.5891010222
2.4470590810,-1.1335263317
3.0350755279,-0.8443677435
2.2836730797,-1.1660133786
3.1143233724,-0.5516973898
3.1332624590,-0.8447345139
2.8471405538,-0.9976999430
3.1010692087,-0.4234275863
2.5552102055,-1.0000072915
3.1376894118,-0.7227790845
2.4872528389,-1.0676688532
3.0045825510,-0.9254698629
2.8594111467,-0.7142032768
2.6499550721,-0.8791661596
2.7628708431,-1.0206227012
3.0730908453,-0.9014027604
2.3388148190,-1.1171381582
2.5085371216,-1.0430676042
2.8939554617,-0.9673574839
3.1226519978,-0.8468045008
2.4844350868,-1.1638580301
3.0467641891,-0.8492996512
2.2532182270,-1.1923275847
3.0790531158,-0.5804867535
3.0576162790,-0.9073563451
2.4675976229,-1.0173819152
3.0449189844,-0.9101898979
2.5600032313,-0.9508981174
2.5017933266,-1.1217188679
3.1377023055,-0.8406628178
3.0830187616,-0.8521349519
2.1533682103,-1.2856755882
2.9733420841,-0.6650508283
2.5213196561,-1.1495475626
3.1224158721,-0.8470770521
2.4775566636,-1.1669322229
3.0389245014,-0.8465948131
2.2795522419,-1.1704997380
3.1086262295,-0.5571656503
2.7131508887,-1.0373590716
2.8814171292,-0.9739007218
3.1169114547,-0.8465776287
2.4409099055,-1.1861491113
3.0644674717,-0.7931595600
2.2840723977,-1.2528680124
3.0753905334,-0.5871652396
3.0467225546,-0.9073165504
2.5186508527,-0.9807662455
3.0988244307,-0.8475910606
2.2344601443,-1.2731834958
3.0246531212,-0.6214552186
3.1207277603,-0.4082631630
3.1397276370,-0.7258474872
2.7029820721,-1.0424562352
3.0455126033,-0.8146192935
2.1671315785,-1.2687608799
2.9896612321,-0.6551498628
2.8255325268,-0.9949192708
2.4834234946,-1.0688578832
3.0228556817,-0.4828240344
2.0151461128,-1.2189191797
2.9206330238,-0.7082397492
2.3043898626,-1.1473334472
2.4921676823,-1.0554090514
3.0035308592,-0.9242596481
2.8572248223,-0.7207008739
2.7158819925,-0.8266339212
2.4418683716,-1.1331779650
3.0324863119,-0.8422032137
2.2838207649,-1.1651657049
3.1151948095,-0.5503661595
2.9426013018,-0.9500014665
3.0958570825,-0.7629733615
2.6936954454,-1.0462547677
3.0796936854,-0.8977869928
2.2882179706,-1.1634028055
3.1183146547,-0.5496082074
3.0324416352,-0.8297219763
2.2415855510,-1.1958332617
3.0775973131,-0.5832658911
3.0133220113,-0.9243044441
2.8215017417,-0.7452096457
2.9679597832,-0.6365061395
2.9419419818,-0.9609216129
3.0488624224,-0.8045670826
2.1689855134,-1.2891506594
2.9729363793,-0.6638567555
2.5547040329,-1.1328948209
2.7540202035,-1.0200604028
2.8466037002,-0.6182866596
2.2803259063,-1.1698048378
3.1097339470,-0.5558725480
2.7647371211,-0.8309187222
3.0778182543,-0.8514022455
2.1630861596,-1.2801485796
2.9739770670,-0.6624629918
2.6094162722,-1.1072818061
3.1113769105,-0.8455586800
2.3917867557,-1.2067068957
3.0616400123,-0.8548191131
2.2148515780,-1.2207722940
3.0458650521,-0.6100618006
2.4823550151,-1.0711389923
2.4374890497,-1.1149351278
3.0375555185,-0.8462157441
2.2706249231,-1.1750292831
3.1069095097,-0.5629752201
3.0503253032,-0.8070323931
2.1590745660,-1.2875686530
2.9751650946,-0.6659955983
2.4994341570,-1.1562215222
3.0766707741,-0.8495910439
2.1632809515,-1.2804381787
2.9738942940,-0.6626907008
2.6007810480,-1.1113854628
3.0727591544,-0.8513140099
2.1660310155,-1.2723281584
2.9801796502,-0.6567500989
2.9328733774,-0.9659295755
3.0436342320,-0.8483898703
2.2582508033,-1.1812796898
3.0968179565,-0.5675195638
3.0671035782,-0.8544717194
2.1900964566,-1.2420962208
3.0188065048,-0.6306387135
2.6454482469,-0.7693436090
2.5127514301,-1.1205616583
2.4820019224,-1.0660963982
3.0402192767,-0.8125944572
2.1649111039,-1.2723704279
2.9862951297,-0.6580945604
2.9469927113,-0.9596249334
3.0821074531,-0.7711069419
2.7682837761,-0.6770379780
2.9333107214,-0.6625660753
2.1622123918,-1.2891635509
2.9765249270,-0.6644271066
2.5604005047,-1.1275036733
2.6269256733,-1.0757651812
2.4675426936,-1.1321371192
3.0516397863,-0.8510242735
2.2426777434,-1.1966384621
3.0772350155,-0.5850284523
3.0248580562,-0.9149921936
2.6889510686,-0.8488791102
2.7939370743,-1.0063709028
2.6927077540,-0.8874519487
3.0732528622,-0.8991827565
2.3247957966,-1.1332726105
3.0932283742,-0.7577377116
3.0108864074,-0.9230664827
2.8157213077,-0.7476328365
2.9879690261,-0.6193091846
2.6113822758,-1.0815040846
3.0396020941,-0.8225739584
2.1938158603,-1.2386198584
3.0230660117,-0.6272131024
2.9321303239,-0.5548670328
3.0525713520,-0.9069494120
2.4920351929,-1.0030608653
3.0534184656,-0.8522073952
2.2360965453,-1.2015112951
3.0704983625,-0.5897912534
2.4964182925,-0.8837160078
3.0519273120,-0.9100310662
2.5219153365,-0.9759787313
3.0568001575,-0.8539730873
2.2222724347,-1.2119949235
3.0562032646,-0.6000344247
3.0477402588,-0.8507086701
2.2562095164,-1.1902768995
3.0819915604,-0.5785543484
2.4833430490,-1.1284767942
3.0785999645,-0.8512714091
2.1571865837,-1.2785132399
2.9790520089,-0.6615520875
2.6888854619,-1.0677840648
2.1951036141,-1.0991298414
3.0900547936,-0.5683652345
2.7280891037,-0.7083690295
3.1042079455,-0.8494680494
2.2308135052,-1.2736592726
3.0290137551,-0.6230769194
2.6833205272,-0.7407174677
2.5847607755,-1.0942532878
3.0316980191,-0.8469947600
2.3216101898,-1.1370677238
3.0304768516,-0.8358985534
2.2759582134,-1.1731762701
3.1048648776,-0.5598719490
3.0357192723,-0.8164925162
2.1855153801,-1.2508933879
3.0037518909,-0.6384843808
2.4935498211,-1.0543026656
2.5575241313,-1.1022585270
2.7201323613,-0.7151098941
3.0869874958,-0.7686763718
3.0340284759,-0.8251470495
2.2162159021,-1.2168841803
3.0497424186,-0.6048226448
3.1229686403,-0.8458675749
2.5668891241,-1.1282772581
2.7759622839,-1.0146901888
2.4626735512,-1.0913101288
3.0899148792,-0.8502274776
2.1635055861,-1.2908460296
2.9767745770,-0.6634427790
2.5961721507,-1.1102703647
3.1002823993,-0.8499971750
2.2066128534,-1.2814288170
3.0097273727,-0.6366841988
2.5535592225,-1.0071055327
2.8824477101,-0.9711183688
3.0251011008,-0.8399922298
2.3082212196,-1.1447047756
3.0612365853,-0.8547551297
2.2141858185,-1.2208306264
3.0455683862,-0.6098857896
2.4411663819,-1.1228068788
3.0372297447,-0.8442279068
2.2784199640,-1.1659186720
3.1181865900,-0.5516797605
2.9181848349,-0.5613611901
3.0323379537,-0.8260745802
2.2335124993,-1.2093906679
3.0565998901,-0.5984461904
3.0670426250,-0.8522586191
2.1820863963,-1.2549211246
2.9992635454,-0.6424396304
2.5152875930,-1.0391353527
3.0369422098,-0.8234291186
2.1986668301,-1.2321450631
3.0302312748,-0.6200565225
3.0630978423,-0.7949890913
2.2576686548,-1.2634884947
3.0520756589,-0.6052617867
3.0813937927,-0.8530266646
2.1558693017,-1.2810099133
2.9769822703,-0.6630784280
2.6088606066,-1.1043510402
2.1205987245,-1.1492143326
3.0215147976,-0.6279805922
2.6781223549,-0.9016978559
2.7672827382,-0.6778008026
2.9322745183,-0.6619266183
2.1604270089,-1.2898895910
2.9755771767,-0.6636140577
2.5776397226,-1.1182605771
3.0701529021,-0.7811690263
2.5625865593,-1.1302548856
3.0438490160,-0.8138518546
2.1644865256,-1.2693012730
2.9881946885,-0.6549326306
3.0161422657,-0.9350125422
2.8453112710,-0.7254669687
2.7772560805,-0.7812615292
3.0543042940,-0.8019071763
2.1751937458,-1.2898314433
2.9849347136,-0.6565395744
3.0172527797,-0.9300266391
2.7982043099,-0.7639067498
3.1035597867,-0.5288656926
2.6430582368,-0.7752949429
3.0340655613,-0.8489774811
2.3126617122,-1.1433274924
2.5588823420,-1.1003260086
3.0327521375,-0.8210165913
2.2073267024,-1.2303137561
3.0288327207,-0.6187137744
2.8173401676,-0.6414135785
2.5462886258,-0.9561362564
2.5202710421,-1.0311066415
3.0890368839,-0.7657664462
2.5181328819,-1.1166497190
2.6037526759,-0.9597872109
2.6383579368,-0.7773074089
2.6198626594,-0.9479885038
2.8222918081,-0.7859563687
3.1002130550,-0.5331877686
3.1039739113,-0.8502601628
2.2265208264,-1.2749601482
3.0257462902,-0.6250712808
2.6827206701,-1.0497383308
2.4651529832,-1.0905010454
3.0934853006,-0.8506479263
2.1713963795,-1.2904525426
2.9815670625,-0.6608818644
2.7510831549,-1.0408576357
2.5421461867,-1.0105169765
2.7258171392,-0.8597184584
2.6595239647,-0.9163300450
2.5744872988,-0.9862221250
2.8702004882,-0.9775297663
2.6949865428,-0.8837063718
3.0504840241,-0.8008160721
2.1797437409,-1.2892385187
2.9795675815,-0.6592348179
2.8079971754,-1.0192926134
3.0631504734,-0.8511067029
2.1912861649,-1.2401312740
3.0208481430,-0.6284160404
3.0967426852,-0.4278957988
2.6703398482,-1.0562229033
2.4029530638,-0.9526321745
2.8529820690,-0.9810267497
2.5618868066,-1.1017288025
3.0327291593,-0.8419181258
2.3054528575,-1.1466334504
3.0758873341,-0.7804310544
2.6630926747,-1.0803954157
2.3296305126,-1.0044443573
3.0379265695,-0.8257602414
2.2057426667,-1.2267918124
3.0373766539,-0.6151568346
2.4684747171,-0.9042413354
3.0677975016,-0.8511611344
2.1717117183,-1.2632750130
2.9953678676,-0.6507442471
3.0422718145,-0.8081978043
2.1629077680,-1.2803368220
2.9738409335,-0.6623665218
2.6113499011,-1.1062259895
2.4862409385,-1.0687597623
2.0714579568,-1.1852081830
2.9640191360,-0.6706846178
2.3149282381,-1.2423635027
3.0941451020,-0.5699770789
3.0701329241,-0.8517164299
2.1713589842,-1.2655764358
2.9870637548,-0.6513855361
3.0556556781,-0.7984613561
2.1936612113,-1.2853092618
2.9993391364,-0.6447441410
2.5284433679,-1.0294268431
3.0658386519,-0.7840269405
2.4452979198,-1.1837121546
3.0539970384,-0.8038867174
2.1688112949,-1.2905670085
2.9801301081,-0.6612665590
2.7167440219,-1.0555375146
2.7672156590,-1.0195270799
2.0441467098,-1.2012171534
2.9395978620,-0.6880011372
2.1653638889,-1.2752807085
2.9781293788,-0.6586518743
2.8108848906,-1.0166895335
2.9074914019,-0.7155554587
2.4009770247,-1.0750537305
3.0371244388,-0.8402470224
2.2725065427,-1.1726819973
3.1097688182,-0.5600062957
3.0594004105,-0.8545419326
2.2189456642,-1.2161978134
3.0513177509,-0.6049614752
3.0936096659,-0.8514449199
2.1704712008,-1.2906520700
2.9814211529,-0.6594981797
2.8110437177,-1.0132900471
2.6158686673,-1.0817229065
2.7985176632,-0.6568515009
2.7221737263,-0.8206526040
3.0317277295,-0.8459445380
2.3125348560,-1.1381000210
3.0324754263,-0.8327539421
2.2602262266,-1.1874428581
3.0860317751,-0.5757810899
3.1153538997,-0.8460097194
2.4350227034,-1.1880220867
3.0716849690,-0.7838219901
2.5164822335,-1.1474532926
3.1311889430,-0.8410055501
2.9671825736,-0.9525931478
3.1112302742,-0.5229499447
2.7720217050,-1.0148672808
3.0617626026,-0.7946970790
2.2452619516,-1.2686488327
3.0407943000,-0.6147774087
3.0300705938,-0.8466718483
2.3219321072,-1.1355865815
3.0422503734,-0.8096257117
2.1627799173,-1.2789748009
2.9745923226,-0.6614026091
2.6539591907,-1.0864028532
2.9181504189,-0.9568441086
3.0646965956,-0.8508327811
2.1912479952,-1.2479129581
3.0083032178,-0.6367486313
3.0433325865,-0.8524535692
2.2849852692,-1.1611238424
3.1249642157,-0.5468372007
2.5218343346,-1.0286485952
3.0524755823,-0.8005746853
2.1730803358,-1.2901484835
2.9835950337,-0.6571178513
2.9725685676,-0.9531807522
3.1061424582,-0.5292611264
3.1379478568,-0.3948907721
3.0805354649,-0.7780405214
2.8414004150,-1.0021857494
2.3434544163,-0.9928627883
3.0340894987,-0.8439741086
2.2821936250,-1.1663001570
3.1135560197,-0.5514884326
2.5264891808,-0.8630336806
2.6478568406,-0.9232150956
2.8454376256,-0.7625636930
2.9247172258,-0.6677115292
2.1587678896,-1.2755093927
2.9818079657,-0.6587719381
2.8461799560,-0.9980846385
3.0373324067,-0.8503642167
2.3069529005,-1.1488926382
3.1386508504,-0.5341697233
3.1103160366,-0.8445308806
2.3791893827,-1.2130425169
3.0336273376,-0.8208741057
2.1998137172,-1.2360017588
3.0212455608,-0.6238443221
2.4430824085,-1.1261787063
3.0378309498,-0.8432653790
2.2795481731,-1.1665643998
3.1179476710,-0.5532501849
3.0875769365,-0.8500699134
2.1710494587,-1.2899888518
2.9741059342,-0.6621809347
2.6228741787,-1.1008361413
3.0602061757,-0.7863907199
2.3509736750,-1.2249181637
3.1354906077,-0.5416104615
3.0389594727,-0.8211400020
2.1928902026,-1.2397600852
3.0217886714,-0.6284198615
2.8925276029,-0.9660874371
2.6289147716,-1.0757512763
2.8496330752,-0.9997418895
3.0786764488,-0.8514842406
2.1635469895,-1.2808112155
2.9737918115,-0.6629961993
2.5894776222,-1.1167718304
3.0363198210,-0.8154890746
2.1809129678,-1.2553036818
2.9985367940,-0.6424155932
2.8796807065,-0.7382442639
2.6638808276,-0.8647855878
2.6513001698,-1.0645512161
2.7373632591,-0.8504475797
3.0851567526,-0.7703663011
3.1199174709,-0.8443279084
2.5651962564,-1.1270362759
2.2335382999,-1.0706794972
3.1368484214,-0.5370221280
3.0644167496,-0.7927524144
2.2812765210,-1.2545616958
3.0721539182,-0.5906444813
2.3992026655,-0.9558975802
2.0931348248,-1.1659109635
2.9959786855,-0.6465009041
2.4576248217,-1.0891696090
3.0927179423,-0.8466075591
2.2018934130,-1.2839824110
3.0041010341,-0.6442055111
2.8822873125,-0.7350103896
2.6356766201,-0.8920440763
3.0399261718,-0.8460948361
2.2594243427,-1.1843818979
3.0943320559,-0.5729859229
2.6530205394,-1.0638497429
2.0906948634,-1.1704350261
2.9840338944,-0.6536953003
3.1352095079,-0.8945640843
2.1946643376,-1.2856612540
2.9991852277,-0.6464567724
2.4335833901,-0.9270755005
3.0802046063,-0.8528657228
2.1612997358,-1.2761574928
2.9822764832,-0.6606703625
2.7654391994,-1.0349980726
2.4412633543,-1.1326565891
3.0326774156,-0.8418628117
2.2842971649,-1.1653255338
3.1151977761,-0.5508477667
3.0459773406,-0.4657872024
2.8531659719,-0.9845547195
2.6837038726,-1.0532996426
3.1189612284,-0.8441197498
2.5543726410,-1.1317032619
2.5655934701,-1.1009902952
2.4392438079,-1.1124697811
3.0404451281,-0.8472751987
2.2617155666,-1.1825093070
3.0968604311,-0.5710153791
2.2194670722,-1.0813630551
3.1217290392,-0.5492279791
3.0575310420,-0.7910483142
2.2705472473,-1.2598153996
3.0554068846,-0.5984858198
3.0709726112,-0.8516482078
2.1780367335,-1.2623188511
2.9921281515,-0.6498337693
3.1191397662,-0.8465578847
2.4361068438,-1.1854276595
3.0554117432,-0.7959760138
2.2220500170,-1.2780730032
3.0132949660,-0.6317152008
2.4805065584,-1.0716850503
2.7391026480,-0.6995375963
3.0945409282,-0.5391613020
3.0352267103,-0.8300911450
2.2418769777,-1.1980893321
3.0756535950,-0.5868923014
3.0511652052,-0.9064454289
2.4913471138,-1.0026193421
3.0330710039,-0.8351180773
2.2597247605,-1.1808263935
3.0977570991,-0.5674158473
3.0570427706,-0.8549021424
2.2373722299,-1.2020986097
3.0704251103,-0.5912308010
2.4901955123,-1.1250048593
3.1056461401,-0.8454102055
2.3115139130,-1.2425757574
3.0928367927,-0.5687111526
3.1415134221,-0.3936296572
3.0735373460,-0.7851729235
2.5089937873,-1.1522092751
3.1003580123,-0.8472611397
2.2399278432,-1.2721289606
3.0279434823,-0.6209258269
2.5236324470,-1.1138224896
3.0536076319,-0.8519652109
2.2197325888,-1.2177326169
3.0502797791,-0.6075387204
2.0997408214,-1.1628303952
3.0013971027,-0.6432627554
2.4378262969,-1.1317708345
3.0313757087,-0.8405957647
2.2820481714,-1.1664870012
3.1133295807,-0.5517215428
2.4436139229,-1.1272365086
3.0378954786,-0.8430124250
2.2793588633,-1.1669464962
3.1175200778,-0.5537876403
2.4570984102,-1.0968843490
3.0736538357,-0.8512482582
2.1621916490,-1.2695951826
2.9870085709,-0.6546860217
2.8017723476,-1.0202000072
3.0364974605,-0.8176853127
2.1905699997,-1.2475074983
3.0083841403,-0.6359035708
2.8727695897,-0.9756719896
3.0883901050,-0.8515108110
2.1581937327,-1.2906926587
2.9738928391,-0.6645362925
2.5428563246,-1.1394801524
3.0433813969,-0.4691689223
3.0964378583,-0.8467331982
2.2190822906,-1.2790587494
3.0109140169,-0.6333737252
3.1073565877,-0.8465004226
2.3237860980,-1.2370809378
3.1044486267,-0.5592867966
3.0334490550,-0.8344742469
2.2683046324,-1.1763841126
3.1048562506,-0.5640893408
3.0318686478,-0.8357557082
2.2761947018,-1.1689278462
3.1145765667,-0.5555647759
2.5832556653,-0.8168295111
2.7461739149,-0.8413742815
3.0304051796,-0.8307274419
2.2603575164,-1.1869856665
3.0865050334,-0.5751092874
2.6265983338,-1.0764926802
2.5784746328,-1.0927423696
3.0505770294,-0.8532314662
2.2443455126,-1.1927535679
3.0813638090,-0.5796792723
